 ,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,433,81.0122,28.5484,19.3115,172.9829,0.8291,1.4783,0.6764,0.9342
2,116,75.8406,17.6638,8.3615,17.5821,0.2534,2.1125,0.4734,0.4411
3,532,88.4264,27.7030,24.4509,32.3647,0.8550,1.1330,0.8826,0.9399
4,458,80.6690,25.2437,23.1005,53.1945,0.8844,1.0928,0.9151,0.9405
5,382,75.4975,25.8408,18.8221,40.2111,0.8422,1.3729,0.7284,0.9150
6,430,79.8406,25.0122,21.8890,14.8899,0.8477,1.1427,0.8751,0.9227
7,500,87.8406,29.1869,21.8119,166.5026,0.8143,1.3381,0.7473,0.9217
8,536,85.8406,26.9007,25.3695,8.3215,0.9141,1.0604,0.9431,0.9512
9,452,78.6690,25.3895,22.6671,41.7691,0.9178,1.1201,0.8928,0.9466
10,392,76.1838,23.0906,21.6153,148.1723,0.8487,1.0683,0.9361,0.9191
11,451,78.7696,24.7946,23.1595,173.3036,0.9134,1.0706,0.9341,0.9515
12,492,81.8406,26.6468,23.5088,1.7642,0.9231,1.1335,0.8822,0.9516
13,450,84.7696,25.3970,22.5601,28.0987,0.7869,1.1257,0.8883,0.9165
14,1708,171.6812,60.7191,35.8157,56.3447,0.7282,1.6953,0.5899,0.9265
15,118,63.1127,20.3250,7.3920,171.6367,0.3723,2.7496,0.3637,0.7045
16,514,86.6690,26.8299,24.3924,123.5638,0.8599,1.0999,0.9092,0.9278
17,175,50.5269,18.3696,12.1297,26.6534,0.8614,1.5144,0.6603,0.9115
18,123,63.5980,22.3945,6.9932,71.7760,0.3821,3.2023,0.3123,0.6989
19,673,103.6396,32.9663,25.9929,170.2833,0.7874,1.2683,0.7885,0.9144
20,547,88.6690,27.6097,25.2253,43.3414,0.8743,1.0945,0.9136,0.9391
21,652,95.7401,30.3075,27.3910,97.4570,0.8939,1.1065,0.9038,0.9436
22,494,85.2548,27.9095,22.5364,169.5577,0.8541,1.2384,0.8075,0.9374
23,445,84.3259,26.2705,21.5676,0.6645,0.7864,1.2181,0.8210,0.8963
24,468,86.3259,28.2600,21.0855,168.6848,0.7892,1.3403,0.7461,0.9240
25,807,111.1543,39.6843,25.8920,92.3284,0.8208,1.5327,0.6524,0.9439
26,492,84.3259,26.7397,23.4271,165.3068,0.8695,1.1414,0.8761,0.9327
27,1281,147.3970,50.3899,32.3680,85.4214,0.7409,1.5568,0.6424,0.9199
28,463,90.3259,25.9554,22.7124,135.8166,0.7131,1.1428,0.8751,0.8819
29,486,84.1838,25.9044,23.8876,79.0329,0.8618,1.0844,0.9221,0.9293
